size_bytes,size_kb,size_mb,elements,cycles_per_iteration
424960,415,0.405273,106240,16.4771
425984,416,0.40625,106496,16.322
427008,417,0.407227,106752,16.5939
428032,418,0.408203,107008,16.3589
429056,419,0.40918,107264,16.5026
430080,420,0.410156,107520,16.4669
431104,421,0.411133,107776,16.496
432128,422,0.412109,108032,16.3992
433152,423,0.413086,108288,16.374
434176,424,0.414062,108544,16.4407
435200,425,0.415039,108800,16.3301
436224,426,0.416016,109056,16.3411
437248,427,0.416992,109312,16.3791
438272,428,0.417969,109568,16.47
439296,429,0.418945,109824,16.558
440320,430,0.419922,110080,16.5258
441344,431,0.420898,110336,16.4282
442368,432,0.421875,110592,16.3867
443392,433,0.422852,110848,27.491
444416,434,0.423828,111104,16.5113
445440,435,0.424805,111360,16.3219
446464,436,0.425781,111616,16.852
447488,437,0.426758,111872,16.5163
448512,438,0.427734,112128,16.4103
449536,439,0.428711,112384,16.4353
450560,440,0.429688,112640,16.5151
451584,441,0.430664,112896,16.4583
452608,442,0.431641,113152,16.6798
453632,443,0.432617,113408,16.4666
454656,444,0.433594,113664,16.4613
455680,445,0.43457,113920,16.4964
456704,446,0.435547,114176,16.4719
457728,447,0.436523,114432,16.4786
458752,448,0.4375,114688,16.5119
459776,449,0.438477,114944,16.4905
460800,450,0.439453,115200,16.3844
461824,451,0.44043,115456,16.452
462848,452,0.441406,115712,16.5026
463872,453,0.442383,115968,16.4724
464896,454,0.443359,116224,16.7332
465920,455,0.444336,116480,16.4469
466944,456,0.445312,116736,16.4904
467968,457,0.446289,116992,16.6829
468992,458,0.447266,117248,16.626
470016,459,0.448242,117504,16.4295
471040,460,0.449219,117760,16.3938
472064,461,0.450195,118016,16.4424
473088,462,0.451172,118272,16.4399
474112,463,0.452148,118528,16.3775
475136,464,0.453125,118784,16.4606
476160,465,0.454102,119040,16.5111
477184,466,0.455078,119296,16.4375
478208,467,0.456055,119552,16.4602
479232,468,0.457031,119808,16.4434
480256,469,0.458008,120064,16.3864
481280,470,0.458984,120320,16.3459
482304,471,0.459961,120576,16.4035
483328,472,0.460938,120832,16.5919
484352,473,0.461914,121088,16.4041
485376,474,0.462891,121344,16.3373
486400,475,0.463867,121600,16.3916
487424,476,0.464844,121856,16.2545
488448,477,0.46582,122112,16.3127
489472,478,0.466797,122368,16.2508
490496,479,0.467773,122624,16.4459
491520,480,0.46875,122880,16.427
492544,481,0.469727,123136,16.323
493568,482,0.470703,123392,16.2661
494592,483,0.47168,123648,16.4804
495616,484,0.472656,123904,16.3325
496640,485,0.473633,124160,16.4125
497664,486,0.474609,124416,16.4506
498688,487,0.475586,124672,16.4547
499712,488,0.476562,124928,16.4072
500736,489,0.477539,125184,16.4603
501760,490,0.478516,125440,16.3348
502784,491,0.479492,125696,16.3306
503808,492,0.480469,125952,16.4104
504832,493,0.481445,126208,16.3339
505856,494,0.482422,126464,16.2797
506880,495,0.483398,126720,16.2923
507904,496,0.484375,126976,16.2815
508928,497,0.485352,127232,16.439
509952,498,0.486328,127488,16.2906
510976,499,0.487305,127744,16.4327
512000,500,0.488281,128000,16.47
513024,501,0.489258,128256,16.4834
514048,502,0.490234,128512,16.6978
515072,503,0.491211,128768,16.3878
516096,504,0.492188,129024,16.3573
517120,505,0.493164,129280,16.4556
518144,506,0.494141,129536,16.3969
519168,507,0.495117,129792,16.3781
520192,508,0.496094,130048,16.3531
521216,509,0.49707,130304,16.3646
522240,510,0.498047,130560,16.9856
523264,511,0.499023,130816,16.3827
524288,512,0.5,131072,16.4852
525312,513,0.500977,131328,16.4262
526336,514,0.501953,131584,16.4309
527360,515,0.50293,131840,16.5412
528384,516,0.503906,132096,16.3988
529408,517,0.504883,132352,16.4918
530432,518,0.505859,132608,16.3397
531456,519,0.506836,132864,16.4043
532480,520,0.507812,133120,16.2629
533504,521,0.508789,133376,16.3446
534528,522,0.509766,133632,16.4516
535552,523,0.510742,133888,16.619
536576,524,0.511719,134144,16.6263
537600,525,0.512695,134400,16.3989
538624,526,0.513672,134656,16.429
539648,527,0.514648,134912,16.3981
540672,528,0.515625,135168,16.424
541696,529,0.516602,135424,16.4089
542720,530,0.517578,135680,16.3887
543744,531,0.518555,135936,16.6378
544768,532,0.519531,136192,16.5929
545792,533,0.520508,136448,16.4342
546816,534,0.521484,136704,16.2996
547840,535,0.522461,136960,16.3947
548864,536,0.523438,137216,16.382
549888,537,0.524414,137472,16.3762
550912,538,0.525391,137728,16.2958
551936,539,0.526367,137984,16.3939
552960,540,0.527344,138240,16.4193
553984,541,0.52832,138496,16.275
555008,542,0.529297,138752,16.3952
556032,543,0.530273,139008,16.3573
557056,544,0.53125,139264,16.4032
558080,545,0.532227,139520,16.2683
559104,546,0.533203,139776,16.2616
560128,547,0.53418,140032,16.371
561152,548,0.535156,140288,16.4251
562176,549,0.536133,140544,16.2905
563200,550,0.537109,140800,16.4194
564224,551,0.538086,141056,16.3869
565248,552,0.539062,141312,16.3213
566272,553,0.540039,141568,16.3568
567296,554,0.541016,141824,16.3024
568320,555,0.541992,142080,16.2948
569344,556,0.542969,142336,16.4757
570368,557,0.543945,142592,16.3596
571392,558,0.544922,142848,16.2833
572416,559,0.545898,143104,16.3891
